"プロット タイトル: 11000848"
"#","日付 時間, GMT+09:00","温度, °C"
506,06/14/2017 01:00:00 午前,22.609
507,06/14/2017 02:00:00 午前,22.465
508,06/14/2017 03:00:00 午前,22.345
509,06/14/2017 04:00:00 午前,22.345
510,06/14/2017 05:00:00 午前,22.154
511,06/14/2017 06:00:00 午前,22.058
512,06/14/2017 07:00:00 午前,22.178
513,06/14/2017 08:00:00 午前,22.776
514,06/14/2017 09:00:00 午前,23.352
515,06/14/2017 10:00:00 午前,23.689
516,06/14/2017 11:00:00 午前,23.857
517,06/14/2017 12:00:00 午後,24.026
518,06/14/2017 01:00:00 午後,24.074
519,06/14/2017 02:00:00 午後,24.146
520,06/14/2017 03:00:00 午後,24.219
521,06/14/2017 04:00:00 午後,24.291
522,06/14/2017 05:00:00 午後,24.267
523,06/14/2017 06:00:00 午後,24.243
524,06/14/2017 07:00:00 午後,24.002
525,06/14/2017 08:00:00 午後,23.641
526,06/14/2017 09:00:00 午後,23.328
527,06/14/2017 10:00:00 午後,23.136
528,06/14/2017 11:00:00 午後,22.920
529,06/15/2017 12:00:00 午前,22.681
530,06/15/2017 01:00:00 午前,22.513
531,06/15/2017 02:00:00 午前,22.369
532,06/15/2017 03:00:00 午前,22.226
533,06/15/2017 04:00:00 午前,22.082
534,06/15/2017 05:00:00 午前,21.987
535,06/15/2017 06:00:00 午前,21.867
536,06/15/2017 07:00:00 午前,22.034
537,06/15/2017 08:00:00 午前,22.753
538,06/15/2017 09:00:00 午前,23.304
539,06/15/2017 10:00:00 午前,23.545
540,06/15/2017 11:00:00 午前,23.954
541,06/15/2017 12:00:00 午後,24.243
542,06/15/2017 01:00:00 午後,24.460
543,06/15/2017 02:00:00 午後,24.532
544,06/15/2017 03:00:00 午後,24.702
545,06/15/2017 04:00:00 午後,24.798
546,06/15/2017 05:00:00 午後,24.605
547,06/15/2017 06:00:00 午後,24.412
548,06/15/2017 07:00:00 午後,24.219
549,06/15/2017 08:00:00 午後,23.881
550,06/15/2017 09:00:00 午後,25.234
551,06/15/2017 10:00:00 午後,24.629
552,06/15/2017 11:00:00 午後,24.436
553,06/16/2017 12:00:00 午前,24.436
554,06/16/2017 01:00:00 午前,24.484
555,06/16/2017 02:00:00 午前,24.436
556,06/16/2017 03:00:00 午前,24.412
557,06/16/2017 04:00:00 午前,24.388
558,06/16/2017 05:00:00 午前,24.339
559,06/16/2017 06:00:00 午前,24.315
560,06/16/2017 07:00:00 午前,24.315
561,06/16/2017 08:00:00 午前,24.363
562,06/16/2017 09:00:00 午前,24.412
563,06/16/2017 10:00:00 午前,24.508
564,06/16/2017 11:00:00 午前,24.629
565,06/16/2017 12:00:00 午後,24.702
566,06/16/2017 01:00:00 午後,24.798
567,06/16/2017 02:00:00 午後,24.895
568,06/16/2017 03:00:00 午後,25.016
569,06/16/2017 04:00:00 午後,25.137
570,06/16/2017 05:00:00 午後,25.234
571,06/16/2017 06:00:00 午後,25.307
572,06/16/2017 07:00:00 午後,25.258
573,06/16/2017 08:00:00 午後,25.162
574,06/16/2017 09:00:00 午後,25.089
575,06/16/2017 10:00:00 午後,25.040
576,06/16/2017 11:00:00 午後,24.992
577,06/17/2017 12:00:00 午前,24.944
578,06/17/2017 01:00:00 午前,24.895
579,06/17/2017 02:00:00 午前,24.847
580,06/17/2017 03:00:00 午前,24.823
581,06/17/2017 04:00:00 午前,24.798
582,06/17/2017 05:00:00 午前,24.750
583,06/17/2017 06:00:00 午前,24.702
584,06/17/2017 07:00:00 午前,24.702
585,06/17/2017 08:00:00 午前,24.750
586,06/17/2017 09:00:00 午前,24.823
587,06/17/2017 10:00:00 午前,24.919
588,06/17/2017 11:00:00 午前,24.968
589,06/17/2017 12:00:00 午後,25.040
590,06/17/2017 01:00:00 午後,25.113
591,06/17/2017 02:00:00 午後,25.525
592,06/17/2017 03:00:00 午後,25.695
593,06/17/2017 04:00:00 午後,25.939
